reaction,server,converged,error,best_ts_method,branch,execution_time
rmg_rxn_16471,Zeus,True,,heuristics,crest,24712
rmg_rxn_16725,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8459
rmg_rxn_16717,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1257
rmg_rxn_16402,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10895
rmg_rxn_16740,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,916
rmg_rxn_16486,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16654,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16453,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12000
rmg_rxn_16460,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16499,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,809
rmg_rxn_16691,Zeus,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_16316,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10519
rmg_rxn_16484,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16296,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1083
rmg_rxn_16490,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1280
rmg_rxn_16787,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3465
rmg_rxn_16693,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16763,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2616
rmg_rxn_16759,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16762,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1233
rmg_rxn_16391,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11232
rmg_rxn_16738,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16780,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,264
rmg_rxn_16509,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3470
rmg_rxn_16350,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10534
rmg_rxn_16640,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16588,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,757
rmg_rxn_16304,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,15057
rmg_rxn_16532,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16476,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,401
rmg_rxn_16811,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,106578
rmg_rxn_16685,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4667
rmg_rxn_16421,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11404
rmg_rxn_16751,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16557,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,739
rmg_rxn_16739,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16429,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11272
rmg_rxn_16579,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,447
rmg_rxn_16790,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8345
rmg_rxn_16283,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1839
rmg_rxn_16775,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,436
rmg_rxn_16290,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,6474
rmg_rxn_16565,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,293
rmg_rxn_16582,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,5071
rmg_rxn_16673,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,585
rmg_rxn_16742,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,327
rmg_rxn_16735,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16670,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3175
rmg_rxn_16706,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16707,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1351
rmg_rxn_16395,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11726
rmg_rxn_16280,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1395
rmg_rxn_16480,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16823,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,862
rmg_rxn_16544,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,4981
rmg_rxn_16439,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11163
rmg_rxn_16362,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10255
rmg_rxn_16376,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,15258
rmg_rxn_16803,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16265,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,14613
rmg_rxn_16682,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9225
rmg_rxn_16309,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13840
rmg_rxn_16536,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,676
rmg_rxn_16560,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,5113
rmg_rxn_16596,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,430
rmg_rxn_16319,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11146
rmg_rxn_16752,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,741
rmg_rxn_16705,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16564,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,308
rmg_rxn_16297,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2911
rmg_rxn_16295,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,921
rmg_rxn_16300,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13172
rmg_rxn_16816,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,325
rmg_rxn_16574,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2662
rmg_rxn_16562,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,303
rmg_rxn_16577,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1756
rmg_rxn_16385,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13221
rmg_rxn_16642,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,504
rmg_rxn_16531,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16784,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9590
rmg_rxn_16760,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,554
rmg_rxn_16525,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16619,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest_debug_statement,1963
rmg_rxn_16694,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16724,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,2813
rmg_rxn_16796,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16593,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,360
rmg_rxn_16284,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1898
rmg_rxn_16357,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11386
rmg_rxn_16412,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,23285
rmg_rxn_16264,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,10400
rmg_rxn_16396,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11708
rmg_rxn_16801,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16392,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11874
rmg_rxn_16606,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,751
rmg_rxn_16698,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16591,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2628
rmg_rxn_16653,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16528,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16355,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11539
rmg_rxn_16733,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,26512
rmg_rxn_16285,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1878
rmg_rxn_16442,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11145
rmg_rxn_16286,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1324
rmg_rxn_16684,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3478
rmg_rxn_16372,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10545
rmg_rxn_16804,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16602,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2792
rmg_rxn_16379,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11246
rmg_rxn_16387,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13317
rmg_rxn_16800,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16510,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16626,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,377
rmg_rxn_16799,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16381,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13429
rmg_rxn_16824,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10809
rmg_rxn_16367,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11373
rmg_rxn_16639,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16302,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12030
rmg_rxn_16767,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1281
rmg_rxn_16750,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2666
rmg_rxn_16599,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,792
rmg_rxn_16400,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11195
rmg_rxn_16643,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16276,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,14561
rmg_rxn_16746,Zeus,False,Opt did not pass isomorphism check,,crest_debug_statement,3092
rmg_rxn_16388,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13637
rmg_rxn_16755,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16576,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3779
rmg_rxn_16505,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16345,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10690
rmg_rxn_16416,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11264
rmg_rxn_16467,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16343,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10554
rmg_rxn_16333,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9642
rmg_rxn_16327,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10519
rmg_rxn_16661,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8053
rmg_rxn_16336,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10191
rmg_rxn_16512,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16589,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16356,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11100
rmg_rxn_16672,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16517,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1054
rmg_rxn_16655,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2081
rmg_rxn_16753,Zeus,True,,heuristics,crest,150875
rmg_rxn_16769,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16638,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,382
rmg_rxn_16349,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10518
rmg_rxn_16411,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10940
rmg_rxn_16358,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10801
rmg_rxn_16537,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest_debug_statement,1311
rmg_rxn_16786,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16624,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,965
rmg_rxn_16715,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,315
rmg_rxn_16623,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1237
rmg_rxn_16548,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16389,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13299
rmg_rxn_16363,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10283
rmg_rxn_16732,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1255
rmg_rxn_16600,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1889
rmg_rxn_16749,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2788
rmg_rxn_16330,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10516
rmg_rxn_16522,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16497,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16756,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,2745
rmg_rxn_16558,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,403
rmg_rxn_16501,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16603,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,485
rmg_rxn_16452,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12539
rmg_rxn_16581,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,903
rmg_rxn_16797,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16485,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1309
rmg_rxn_16321,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11379
rmg_rxn_16662,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11694
rmg_rxn_16737,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16351,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10874
rmg_rxn_16680,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8031
rmg_rxn_16465,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16696,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,297
rmg_rxn_16699,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16613,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
