reaction,server_x,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds,server_y,converged,error,best_ts_method,branch,execution_time
rxn_60,Zeus,C#CCC,[SH],4,0,0,False,2,0,1,Zeus,True,,heuristics,qchem,2059.0
rxn_136,Zeus,[Cl],CCCC,4,0,0,False,3,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,7421.0
rxn_870,Zeus,[CH2]C=C,CC,5,0,0,False,2,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,7035.0
rxn_63,Zeus,[N],[H][H],0,1,0,False,1,0,0,Zeus,True,,heuristics,qchem,269.0
rxn_1626,Zeus,C[C](S)C,C=CC,6,0,0,False,4,1,0,Zeus,True,,heuristics,gaussian_unconverge_trsh,32125.0
rxn_690,Zeus,[H],C=CO,2,0,1,False,1,1,0,Zeus,True,,autotst,qchem,5505.0
rxn_1983,Zeus,S[CH]C=S,CC=S,4,0,0,False,3,2,0,Zeus,True,,heuristics,gauss_trsh_cleanup,8478.0
rxn_1581,Zeus,C=C,C[C](C)c1ccccc1,11,0,0,True,3,1,0,Zeus,True,,heuristics,main,52864.0
rxn_461,Zeus,CC(C)OO,[CH2]C=O,5,0,3,False,5,1,0,Zeus,True,,heuristics,qchem,60935.0
rxn_337,Zeus,[CH]=C,CC(C)C,6,0,0,False,3,1,0,Zeus,True,,heuristics,qchem,9437.0
rxn_1281,Zeus,C#CCC,C[C](S)C,7,0,0,False,5,0,1,Zeus,True,,heuristics,qchem,9018.0
rxn_1595,Zeus,C[C](C=C)S,C=C,6,0,0,False,3,2,0,Zeus,True,,heuristics,gaussian_unconverge_trsh,17147.0
rxn_344,Zeus,[OH],C=C,2,0,1,False,0,1,0,Zeus,True,,heuristics,qchem,1379.0
rxn_669,Zeus,[OH],C=N,1,1,1,False,0,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,1600.0
rxn_314,Zeus,C[CH2],C,3,0,0,False,1,0,0,Zeus,True,,heuristics,qchem,902.0
rxn_687,Zeus,[H][H],[N]=C=O,1,1,1,False,1,2,0,Zeus,False,Could not determine likely TS conformer,,qchem,522.0
rxn_984,Zeus,S[CH]C=S,CC(C)C,6,0,0,False,5,1,0,Zeus,True,,heuristics,qchem,16398.0
rxn_1832,Zeus,[CH]=S,C=C=C,4,0,0,False,0,3,0,Zeus,True,,autotst,gauss_trsh_cleanup,4656.0
rxn_1902,Zeus,CCS,C[C]=S,4,0,0,False,3,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,3070.0
rxn_1425,Zeus,C[C](C#C)S,C#CC(C)C#C,10,0,0,False,6,0,3,Zeus,True,,heuristics,qchem,22431.0
rxn_1880,Zeus,CCS,C[C](C)c1ccccc1,11,0,0,True,5,0,0,Zeus,True,,heuristics,gauss_trsh_cleanup,23091.0
rxn_824,Zeus,[H][H],S[C]=S,1,0,0,False,2,1,0,Zeus,True,,heuristics,qchem,1540.0
rxn_1337,Zeus,C#CC(C)C,C[C](C#C)S,9,0,0,False,6,0,2,Zeus,True,,heuristics,qchem,70897.0
rxn_1937,Zeus,S[CH]C=C,CC(S)C,6,0,0,False,5,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,5897.0
rxn_842,Zeus,[CH]=C,C,3,0,0,False,0,1,0,Zeus,True,,heuristics,qchem,933.0
rxn_792,Zeus,[H][H],C=C[CH]C=C,5,0,0,False,3,2,0,Zeus,True,,heuristics,qchem,7383.0
rxn_1345,Zeus,[H],C#CCC#C,5,0,0,False,2,0,2,Zeus,False,Could not determine likely TS conformer,,qchem,3417.0
rxn_668,Zeus,C=N,[O],1,1,1,False,0,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,1501.0
rxn_739,Zeus,C=CC,[CH]1CCC2CCCCC12,12,0,0,False,11,1,0,Zeus,True,,heuristics,qchem,57511.0
rxn_90,Zeus,CS,[H],1,0,0,False,1,0,0,Zeus,True,,heuristics,qchem,4194.0
rxn_1975,Zeus,C[CH]S,CC=S,4,0,0,False,3,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,2998.0
rxn_1886,Zeus,[CH2]S,CCS,3,0,0,False,3,0,0,Zeus,True,,heuristics,gauss_trsh_cleanup,2239.0
rxn_1369,Zeus,C#CCC#C,C[C](S)C,8,0,0,False,5,0,2,Zeus,True,,heuristics,qchem,13466.0
rxn_122,Zeus,CCN,[OH],2,1,1,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,13921.0
rxn_1359,Zeus,C#CCC#C,[CH2]c1ccccc1,12,0,0,True,3,0,2,Zeus,True,,heuristics,qchem,25751.0
rxn_573,Zeus,C=[C]C,C1CC2CCCC2C1,11,0,0,False,10,1,0,Zeus,True,,heuristics,qchem,40867.0
rxn_476,Zeus,CC(S)O,[CH3],3,0,1,False,3,0,0,Zeus,True,,heuristics,qchem,2252.0
rxn_629,Zeus,[NH2],[CH3],1,1,0,False,0,0,0,Zeus,True,,heuristics,qchem,597.0
rxn_1317,Zeus,C#CC(C)C,C[C](C)c1ccccc1,14,0,0,True,6,0,1,Zeus,True,,heuristics,qchem,80046.0
rxn_1625,Zeus,C[CH]S,C=CC,5,0,0,False,3,1,0,Zeus,True,,heuristics,gaussian_unconverge_trsh,2921.0
rxn_1786,Zeus,C#CC=C,C[C](c1ccccc1)S,12,0,0,True,4,1,1,Zeus,True,,heuristics,heurist_impr,70599.0
rxn_681,Zeus,[NH2],CN,1,2,0,False,1,0,0,Zeus,True,,heuristics,qchem,892.0
rxn_97,Zeus,[NH2],CC(C)C,4,1,0,False,3,0,0,Zeus,True,,heuristics,qchem,10177.0
rxn_1837,Zeus,CS,C=[C]C=C,5,0,0,False,2,2,0,Zeus,True,,heuristics,gauss_trsh_cleanup,2739.0
rxn_1909,Zeus,C#C[C]=C,CS,5,0,0,False,2,1,1,Zeus,True,,heuristics,gauss_trsh_cleanup,2532.0
rxn_847,Zeus,C#C[C]=C,C,5,0,0,False,1,1,1,Zeus,True,,heuristics,qchem,3505.0
rxn_1268,Zeus,C#CCC,C#C[C](C)C,9,0,0,False,5,0,2,Zeus,True,,autotst,qchem,38070.0
rxn_884,Zeus,C=[C]C,CC,5,0,0,False,2,1,0,Zeus,True,,autotst,qchem,12384.0
rxn_1363,Zeus,C#CCC#C,C=[C]C,8,0,0,False,3,1,2,Zeus,True,,heuristics,qchem,11545.0
rxn_1498,Zeus,C#C[C]=C,CCc1ccccc1,12,0,0,True,3,1,1,Zeus,True,,autotst,qchem,62860.0
rxn_1435,Zeus,C[CH2],Cc1ccccc1,9,0,0,True,2,0,0,Zeus,True,,heuristics,qchem,50162.0
rxn_560,Zeus,C=C[CH]C,C1CC2CCCC2C1,12,0,0,False,11,1,0,Zeus,True,,heuristics,qchem,75682.0
rxn_320,Zeus,[OH],C,1,0,1,False,0,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,3215.0
rxn_1110,Zeus,C#C[C]=C,C=CC(C)C,9,0,0,False,4,2,1,Zeus,True,,heuristics,qchem,13171.0
rxn_1794,Zeus,C#CC=C,C=C[C]=S,7,0,0,False,2,3,1,Zeus,True,,heuristics,gauss_trsh_cleanup,14112.0
rxn_166,Zeus,[Cl],CC(C)C,4,0,0,False,3,0,0,Zeus,True,TS did not pass all checks,heuristics,qchem,3250.0
rxn_1050,Zeus,C#C[C](C)C#C,C=CCC,10,0,0,False,5,1,2,Zeus,True,,heuristics,qchem,22291.0
rxn_1125,Zeus,[H],C=CCC=C,5,0,0,False,2,2,0,Zeus,True,,autotst,qchem,16441.0
rxn_1854,Zeus,S[CH]C#C,CS,4,0,0,False,3,0,1,Zeus,True,,heuristics,gauss_trsh_cleanup,2660.0
rxn_1408,Zeus,C#CC(C)C#C,C=[C]C=C,10,0,0,False,4,2,2,Zeus,True,,heuristics,qchem,70455.0
rxn_302,Zeus,CC,[O][O],2,0,2,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,9890.0
rxn_1230,Zeus,C#CC,[CH]=C,5,0,0,False,1,1,1,Zeus,True,,heuristics,qchem,3524.0
rxn_728,Zeus,[OH],C1CC2CCCC2C1,8,0,1,False,9,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,390013.0
rxn_1259,Zeus,C#CCC,C[CH2],6,0,0,False,3,0,1,Zeus,True,,heuristics,qchem,12732.0
rxn_247,Zeus,C#CC,[H],3,0,0,False,1,0,1,Zeus,True,,heuristics,qchem,3349.0
rxn_601,Zeus,C[CH]C,C1CCC2CCCC2C1,12,0,0,False,12,0,0,Zeus,True,,heuristics,qchem,51668.0
rxn_563,Zeus,C=C[C](C)C=C,C1CC2CCCC2C1,14,0,0,False,12,2,0,Zeus,True,,heuristics,qchem,62111.0
rxn_1270,Zeus,C#C[C](C)C#C,C#CCC,10,0,0,False,5,0,3,Zeus,True,,heuristics,qchem,19600.0
rxn_383,Zeus,O,[CH]=C,2,0,1,False,0,1,0,Zeus,True,,heuristics,qchem,1115.0
rxn_1867,Zeus,CCS,C[C](C)C,6,0,0,False,5,0,0,Zeus,True,,heuristics,gauss_trsh_cleanup,8997.0
rxn_919,Zeus,C#C[CH]C,CCC,7,0,0,False,4,0,1,Zeus,True,,heuristics,qchem,8647.0
rxn_1892,Zeus,CCS,C=[C]C=S,5,0,0,False,3,2,0,Zeus,True,,heuristics,gauss_trsh_cleanup,3863.0
rxn_478,Zeus,[SH],CC(S)O,2,0,1,False,3,0,0,Zeus,True,,heuristics,qchem,2130.0
rxn_305,Zeus,[H][H],[O][O],0,0,2,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,502.0
rxn_38,Zeus,C=CCC,CO[O],5,0,2,False,4,1,0,Zeus,True,,heuristics,qchem,4687.0
rxn_319,Zeus,C,C[C]=O,3,0,1,False,1,1,0,Zeus,True,,heuristics,qchem,3698.0
rxn_1089,Zeus,C=C[C](C)C=C,C=CC(C)C,11,0,0,False,6,3,0,Zeus,True,,heuristics,qchem,28633.0
rxn_373,Zeus,[CH3],CC=O,3,0,1,False,1,1,0,Zeus,True,,heuristics,qchem,4628.0
rxn_612,Zeus,C#C[C](C)C#C,C1CCC2CCCC2C1,15,0,0,False,13,0,2,Zeus,True,,heuristics,qchem,81212.0
rmg_rxn_16332,Zeus,CC[O],C[CH]NO,4,1,2,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10846.0
rmg_rxn_16580,Zeus,[CH2]CS,CC=N,4,1,0,False,3,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,380.0
rmg_rxn_16518,Zeus,CC=[N],[O-][NH+]CC,4,2,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1305.0
rmg_rxn_16594,Zeus,C[C]=N,C=CC,5,1,0,False,2,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,350.0
rmg_rxn_16418,Zeus,C[CH]NO,[CH]=C=[C]C,6,1,1,False,4,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11311.0
rmg_rxn_16277,Zeus,[NH-][NH2+]C(=[C]C)[CH2],[NH-][NH2+]C(=[C]C)C,8,4,0,False,8,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,24169.0
rmg_rxn_16384,Zeus,CC=N[O],C[CH]NO,4,2,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12140.0
rmg_rxn_16703,Zeus,[CH2]S[CH2],CC=N,4,1,0,False,3,1,0,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16506,Zeus,CC=N,[CH2]CCO,5,1,1,False,4,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16506,Zeus,CC=N,[CH2]CCO,5,1,1,False,4,1,0,Zeus,True,,heuristics,crest,6821.0
rmg_rxn_16323,Zeus,C[CH]NO,C[CH]CO,5,1,2,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10805.0
rmg_rxn_16766,Zeus,[NH2],C[C]=N,2,2,0,False,1,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,329.0
rmg_rxn_16354,Zeus,CN(O)[N],C[CH]NO,3,3,2,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11544.0
rmg_rxn_16723,Zeus,CC=[N],C[CH]S,4,1,0,False,3,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,2797.0
rmg_rxn_16597,Zeus,[CH2]CO,CC=N,4,1,1,False,3,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16597,Zeus,[CH2]CO,CC=N,4,1,1,False,3,1,0,Zeus,True,,heuristics,crest,4085.0
rmg_rxn_16807,Zeus,C[C]=N,C=C=CC,6,1,0,False,2,3,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16807,Zeus,C[C]=N,C=C=CC,6,1,0,False,2,3,0,Zeus,True,,heuristics,crest_debug_statement,25374.0
rmg_rxn_16627,Zeus,[O-][NH+]([NH])C,CC=[N],3,3,1,False,4,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,4633.0
rmg_rxn_16341,Zeus,C[CH]NO,[CH2]CC,5,1,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10495.0
rmg_rxn_16718,Zeus,C[C]=N,[O-][NH+]=C[CH2],4,2,1,False,3,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2495.0
rmg_rxn_16716,Zeus,CN=N,C[C]=N,3,3,0,False,2,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,610.0
rmg_rxn_16263,Zeus,C#C[CH]C,[NH-][NH2+]C(=[C]C)C,8,2,0,False,6,1,1,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,15833.0
rmg_rxn_16420,Zeus,[NH]N=O,C[CH]NO,2,3,2,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11123.0
rmg_rxn_16722,Zeus,O1ON1,C[C]=N,2,2,2,False,1,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,388.0
rmg_rxn_16342,Zeus,C[CH]NO,CS[CH]C,5,1,1,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10249.0
rmg_rxn_16650,Zeus,C[C]=N,ON1CC1,4,2,1,False,5,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16650,Zeus,C[C]=N,ON1CC1,4,2,1,False,5,1,0,Zeus,False,Could not determine likely TS conformer,,crest,27268.0
rmg_rxn_16788,Zeus,C[C]=N,[CH2]CCO,5,1,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2901.0
rmg_rxn_16538,Zeus,[O-][NH+]=[N],CC=N,2,3,1,False,2,2,0,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest_debug_statement,1018.0
rmg_rxn_16669,Zeus,C[C]=N,[CH2]CCOCO,6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4993.0
rmg_rxn_16545,Zeus,C[C]=N,CCCOCC,7,1,1,False,6,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1493.0
rmg_rxn_16813,Zeus,CC=[N],[N-]=[NH+]C1CC=CC=C1,8,3,0,False,6,4,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,47008.0
rmg_rxn_16427,Zeus,C[CH]NO,CC=CON([NH])C,6,3,2,False,8,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,33567.0
rmg_rxn_16630,Zeus,[O-][NH+]([NH])[CH2],CC=N,3,3,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4353.0
rmg_rxn_16471,Zeus,CC=N,CCS[CH]C,6,1,0,False,5,1,0,Zeus,True,,heuristics,crest,24712.0
rmg_rxn_16725,Zeus,[O]N=[N],CC=N,2,3,1,False,2,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8459.0
rmg_rxn_16717,Zeus,CC=[N],[O-][NH+]=C[CH2],4,2,1,False,3,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1257.0
rmg_rxn_16402,Zeus,[CH2]C[NH],C[CH]NO,4,2,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10895.0
rmg_rxn_16740,Zeus,CC=N,[CH]=C=[C]C,6,1,0,False,2,3,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,916.0
rmg_rxn_16486,Zeus,CC=N,[CH]=C=[C]C,6,1,0,False,2,3,0,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16654,Zeus,NN=O,C[C]=N,2,3,1,False,2,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16654,Zeus,NN=O,C[C]=N,2,3,1,False,2,2,0,Zeus,True,,heuristics,crest,2807.0
rmg_rxn_16453,Zeus,C[CH]NO,CC=CC1[CH]C=CC=C1,11,1,1,False,9,3,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12000.0
rmg_rxn_16460,Zeus,CC=N,C[CH]CC,6,1,0,False,4,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16460,Zeus,CC=N,C[CH]CC,6,1,0,False,4,1,0,Zeus,True,,heuristics,crest,23022.0
rmg_rxn_16499,Zeus,[O-][N+](=[N])C,CC=N,3,3,1,False,3,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,809.0
rmg_rxn_16691,Zeus,CC=[N],[CH2]CS,4,1,0,False,3,1,0,Zeus,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_16316,Zeus,C[CH]S,C[CH]NO,4,1,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10519.0
rmg_rxn_16484,Zeus,CC=[N],CC[NH],4,2,0,False,3,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16484,Zeus,CC=[N],CC[NH],4,2,0,False,3,1,0,Zeus,True,,heuristics,crest,16081.0
rmg_rxn_16296,Zeus,C=C=[N],C[CH]NO,4,2,1,False,3,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1083.0
rmg_rxn_16490,Zeus,[NH][NH],CC=N,2,3,0,False,2,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1280.0
rmg_rxn_16787,Zeus,CC=N,[CH2]CC[O],5,1,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3465.0
rmg_rxn_16693,Zeus,[O-][NH+]1CN1,CC=[N],3,3,1,False,5,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16693,Zeus,[O-][NH+]1CN1,CC=[N],3,3,1,False,5,1,0,Zeus,False,Could not determine likely TS conformer,,crest,27728.0
rmg_rxn_16763,Zeus,CC=[N],[NH-][NH2+]C=CC,5,3,0,False,4,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2616.0
rmg_rxn_16759,Zeus,[CH2]C[O],CC=N,4,1,1,False,3,1,0,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16762,Zeus,C[C]=N,[N-]([NH3+])C=CC,5,3,0,False,4,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1233.0
rmg_rxn_16391,Zeus,C[CH]NO,CC[CH]OC[O],6,1,3,False,8,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11232.0
rmg_rxn_16738,Zeus,C[C]=N,CC=CC,6,1,0,False,3,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16738,Zeus,C[C]=N,CC=CC,6,1,0,False,3,2,0,Zeus,True,,heuristics,crest,12000.0
rmg_rxn_16780,Zeus,ON=[CH],CC=N,3,2,1,False,2,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,264.0
rmg_rxn_16509,Zeus,CC=N,[CH2]CC[O],5,1,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3470.0
rmg_rxn_16350,Zeus,C[CH]NO,C[CH]COC,6,1,2,False,7,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10534.0
rmg_rxn_16640,Zeus,CC=N,[CH2]CC=O,5,1,1,False,3,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16640,Zeus,CC=N,[CH2]CC=O,5,1,1,False,3,2,0,Zeus,True,,heuristics,crest,8587.0
rmg_rxn_16588,Zeus,CC=N,[CH2]CCO,5,1,1,False,4,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,757.0
rmg_rxn_16304,Zeus,[CH2]C[NH],C[CH]NO,4,2,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,15057.0
rmg_rxn_16532,Zeus,CC=N,CC[CH]OC,6,1,1,False,5,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16532,Zeus,CC=N,CC[CH]OC,6,1,1,False,5,1,0,Zeus,True,,heuristics,crest,20218.0
rmg_rxn_16476,Zeus,[O-][N+](=N)[CH2],CC=N,3,3,1,False,3,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,401.0
rmg_rxn_16811,Zeus,CC=[N],[N-]=[NH+]C1C=CCC=C1,8,3,0,False,6,4,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,106578.0
rmg_rxn_16685,Zeus,CC=N,[CH2]CCOC[O],6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4667.0
rmg_rxn_16421,Zeus,ON=[N],C[CH]NO,2,3,2,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11404.0
rmg_rxn_16751,Zeus,CC=[N],CC=COO,5,1,2,False,4,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16751,Zeus,CC=[N],CC=COO,5,1,2,False,4,2,0,Zeus,True,,heuristics,crest,90478.0
rmg_rxn_16557,Zeus,[O-][N+](=[N])C,CC=N,3,3,1,False,3,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,739.0
rmg_rxn_16739,Zeus,CC=N,[CH]=C=[C]C,6,1,0,False,2,3,0,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16429,Zeus,[O-][NH+][CH]C,[N-]([NH3+])C=CC,5,3,1,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11272.0
rmg_rxn_16579,Zeus,C[C]=N,CCS,4,1,0,False,3,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,447.0
rmg_rxn_16790,Zeus,C[C]=N,C[C]C,5,1,0,False,3,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8345.0
rmg_rxn_16283,Zeus,C[CH]NO,C[CH]OCCC,7,1,2,False,8,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1839.0
rmg_rxn_16775,Zeus,C[C]=N,CCN,4,2,0,False,3,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,436.0
rmg_rxn_16290,Zeus,C[CH]NO,CCS[CH]C,6,1,1,False,7,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,6474.0
rmg_rxn_16565,Zeus,[CH2]N=O,C[C]=N,3,2,1,False,2,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,293.0
rmg_rxn_16582,Zeus,CC=N,[CH2]CCO[CH2],6,1,1,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,5071.0
rmg_rxn_16673,Zeus,C[C]=N,[O-][NH+]=CC,4,2,1,False,3,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,585.0
rmg_rxn_16742,Zeus,C,C[C]=N,3,1,0,False,1,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,327.0
rmg_rxn_16735,Zeus,CC=[N],CCC=NN,5,3,0,False,4,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16735,Zeus,CC=[N],CCC=NN,5,3,0,False,4,2,0,Zeus,True,,heuristics,crest,7752.0
rmg_rxn_16670,Zeus,CC=N,[CH2]CCO[CH]O,6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3175.0
rmg_rxn_16706,Zeus,C[C]=N,[N-]=[NH+]CCC,5,3,0,False,4,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16706,Zeus,C[C]=N,[N-]=[NH+]CCC,5,3,0,False,4,2,0,Zeus,True,,autotst,crest,47802.0
rmg_rxn_16707,Zeus,CC=N,[CH2]C[NH],4,2,0,False,3,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1351.0
rmg_rxn_16395,Zeus,[O-][NH+]1CN1,[O-][NH+][CH]C,3,3,2,False,7,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11726.0
rmg_rxn_16280,Zeus,C[CH]NO,[CH2]CCC,6,1,1,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1395.0
rmg_rxn_16480,Zeus,ON=O,CC=[N],2,2,2,False,2,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16480,Zeus,ON=O,CC=[N],2,2,2,False,2,2,0,Zeus,True,,heuristics,crest,4061.0
rmg_rxn_16823,Zeus,CC=[N],C[CH]NO,4,2,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,862.0
rmg_rxn_16544,Zeus,C[C]=N,CCCOCC,7,1,1,False,6,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,4981.0
rmg_rxn_16439,Zeus,C[CH]NO,[CH2]CCO[CH2],6,1,2,False,7,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11163.0
rmg_rxn_16362,Zeus,[O-][NH+]([NH])C,[O-][NH+][CH]C,3,3,2,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10255.0
rmg_rxn_16376,Zeus,C[CH]NO,CCC=[N+]([CH2])[O-],6,2,2,False,7,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,15258.0
